Date, Company, Abstract, Score
2/28/22,United Airlines,"The deadly rocket assault on a residential area of Ukraine’s second-largest city signaled an escalation of Russian tactics, and overshadowed efforts at diplomacy.",-0.1
2/9/20,United Airlines,Ben Nimmo helped pioneer disinformation investigations. His work is now more urgent as misleading internet tactics spread.,0.5
7/14/20,United Airlines,Here’s what you need to know.,0
3/2/20,United Airlines,The spreading coronavirus could hamper global growth. Investors are hoping central banks will step in to offset the damage.,0
9/4/20,United Airlines,"Driving over flying. Domestic destinations. Though the conditions and causes were different, certain midcentury travel preferences experienced a revival this year.",0.253571429
3/25/20,United Airlines,Gov. Andrew Cuomo said there were early signs that New York’s restrictions on gatherings could be slowing the virus but that more needed to be done in New York City.,0.218181818
1/18/22,United Airlines,"Companies thinking beyond profits isn’t “woke,” the BlackRock founder argued in his latest letter to Wall Street chiefs.",0.5
6/6/22,United Airlines,The President’s comment on Friday dismissing the billionaire entrepreneur is the latest barb in Biden’s unfortunate feud.,0
10/13/21,United Airlines,Companies are juggling conflicting federal and state orders on coronavirus vaccine mandates.,0
9/29/21,United Airlines,Market watchers are taking the once-unthinkable possibility seriously.,-0.333333333
4/14/22,United Airlines,The Tesla chief executive made an offer worth more than $40 billion to buy Twitter and take it private.,0.266666667
4/5/21,United Airlines,Companies like Delta are caught between Democrats focused on social justice and populist Republicans. They face major political consequences no matter what they do.,0.031944444
3/15/20,United Airlines,The Federal Reserve cuts rates. The pandemic dominates the Democratic debate. And Germany imposes border restrictions.,0
6/10/21,United Airlines,"The price of everything, including burritos, is going up.",0
3/15/20,United Airlines,"For Americans eager to resume international travel, here are the countries that currently allow U.S. citizens to enter, though there may be restrictions, including vaccine requirements.",0
2/24/20,United Airlines,"China appears to be getting the disease under control, but rapidly expanding outbreaks in Iran, South Korea and Italy are raising fears of a broader epidemic. Milan, usually buzzing with activity, is eerily quiet.",-0.125
7/6/20,United Airlines,"The acquisition of a gas pipeline is Berkshire Hathaway’s largest in years, quelling investor anxiety about its recent drought of deal-making.",0
2/25/22,United Airlines,"The penalties will affect Russia’s biggest banks, its weapons industry, its largest energy company and families close to President Vladimir V. Putin. The country’s stock market has plummeted.",0
10/5/22,United Airlines,"More than 80 percent of all travelers entering the U.S. are now verified by facial recognition. The loss of older, seemingly more convenient methods has many perplexed. And then there are the privacy issues.",0.344444444
4/8/20,United Airlines,"Plague Inc. has been around for eight years. In the coronavirus crisis, it’s tapping into fears but also offering comfort.",0
10/5/21,United Airlines,England’s maskless schools.,0
7/24/20,United Airlines,"A survey shows that the partisan divide on the coronavirus goes beyond masks. It extends to dining out, getting on a plane and resuming other activities.",-0.125
4/7/20,United Airlines,"Why does the nation need to be subjected to the president’s daily carnival of misinformation, preening and political venom?",0
11/27/20,United Airlines,"Hard-to-trace clusters, along with pandemic fatigue, have forced officials in Hong Kong, South Korea and Japan to keep recalibrating their responses.",-0.3
4/20/20,United Airlines,"South Carolina eases some lockdown restrictions, and Georgia and Tennessee will follow suit. Cases at an Ohio prison surge, and oil prices plummet.",0
1/16/21,United Airlines,"After some passengers on charter flights tested positive for the coronavirus, 72 players will not be allowed to practice for two weeks.",0.227272727
6/14/22,United Airlines,"The strong American dollar is the upside of a volatile economy. For U.S. travelers headed abroad, that may help make up for the rising cost of travel.",0.216666667
6/3/21,United Airlines,Sport leagues and corporations  rally against bias and voter suppression. But they are quiet about   abortion. ,0
3/13/20,United Airlines,President Trump declared a national emergency.,0
7/14/21,United Airlines,Here’s what you need to know at the end of the day.,0
3/13/20,United Airlines,President Trump declared a national emergency.,0
5/5/20,United Airlines,"Blood tests of 100,000 Israelis will try to assess exposure to Covid-19 on a nationwide scale.",0
8/2/22,United Airlines,The U.S. wants to stop Penguin Random House from buying Simon & Schuster. The elephant in the room is Amazon.,-0.15
1/9/22,United Airlines,"Just as new restrictions were being imposed, top politicians were found to have attended a large gathering where at least one person had Covid.",0.137662338
8/21/21,United Airlines,"A toddler was trampled to death as a crowd surged near the Kabul airport, and many residents who aided America remain in hiding, fearing they will be killed by their new rulers.",0.134090909
3/25/21,United Airlines,Joe Biden said his administration would administer 200 million vaccines by April 30.,0
8/25/20,United Airlines,The F.D.A. is expanding use of antibody-rich plasma as a treatment. Does it work?,0
7/17/20,United Airlines,Americans still can’t stop fighting about masks.,0
5/11/20,United Airlines,"Plunging revenue at many businesses, whether they close or not, could ripple through the economy and block a quick return to prosperity.",0.416666667
5/3/22,United Airlines,"Interned during World War II, he went to Congress and later served in the cabinets of Presidents Bill Clinton and George W. Bush.",0
5/19/21,United Airlines,Members of the European Union are welcoming Americans. But there are still rules and restrictions to abide by. Here’s how to navigate them and what to expect.,0
2/28/22,United Airlines,"The ruble plunged, the stock market was shuttered and foreign investors shed holdings in Russian companies, deepening the concern among citizens who had become accustomed to the perks of globalization.",-0.0625
6/1/21,United Airlines,"Tour companies are reporting a resurgence in interest for trips to bucket-list destinations, where travelers can still see the sites without being jostled.",0
3/3/21,United Airlines,The ethical quandary of vaccine passports.,0.2
2/21/21,United Airlines,"Working undercover, he used bribes, fake visas and a network of smugglers to bring refugees to Israel in the late 1940s and early ’50s.",-0.233333333
3/25/20,United Airlines,Think of the strategy as a three-legged stool: mutually reinforcing supports that can’t really work in isolation.,0.2
3/24/20,United Airlines,Top Democrats and administration officials said they were optimistic about finalizing a compromise on a $2 trillion economic package after agreeing to add oversight for a bailout fund.,0.35
1/9/20,United Airlines,Here’s what you need to know.,0
10/9/20,United Airlines,"International arrivals to New York are down as much as 93 percent, and the people and businesses of the city’s tourism industry are on the brink.",0.04520202
8/16/21,United Airlines,Images of desperate Afghans clinging to departing military planes underscored America’s blunders after 20 years in the country.,-0.35
4/6/21,United Airlines,The idea of granting vaccinated people special access raises thorny questions. Here’s what you should know.,0.357142857
7/22/20,United Airlines,"The governors of Indiana, Minnesota and Ohio all issued orders requiring residents of their states to wear masks. Being reinfected by the virus is highly unlikely, experts say.",-0.5
12/17/20,United Airlines,"The Times’s theater critics in London, Paris and Berlin reflect on a year of closures, reopenings, restrictions and curfews, in which the show somehow went on.",0
2/6/20,United Airlines,"Donald Trump, Coronavirus, Avalanche: Here’s what you need to know.",0
5/19/20,United Airlines,The W.H.O. agreed to investigate the world’s pandemic response. A 100-year-old British World War II veteran who raised millions has been knighted.,0
6/5/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
9/4/20,United Airlines,"As companies reconsider their long-term need to have employees on site, low-wage workers depending on office-based businesses stand to lose the most.",0.5
3/18/20,United Airlines,Organizations expect labor shortages — just as an influx of ill and unemployed people hit the emergency feeding system.,-0.5
2/25/22,United Airlines,"Explosions were reported over Kyiv, the capital. Several countries announced severe new sanctions, as Vladimir Putin remained resolute about his decision to invade.",0.068181818
4/2/21,United Airlines,A company with Southern roots and global reach tries to find its voice on an issue that disproportionately affects Black voters.,-0.066666667
1/9/22,United Airlines,Job growth stalled. Awards season fizzled. And confirmation hearings for President Biden’s nominees for the two top Fed posts are coming up.,0.5
8/22/22,United Airlines,"Russia and China are showing weakness, not strength.",0
11/10/22,United Airlines,"The move fell short of creating formal diplomatic ties between the countries, but it was the latest sign of warming relations between Israel and some Arab governments.",0.25
9/9/22,United Airlines,"The tanker spilled millions of gallons of oil when it ran aground, causing one of the nation’s worst environmental disasters. He accepted responsibility but was demonized.",-1
5/10/21,United Airlines,The state’s Republican-controlled Legislature is likely to decide this week on a path forward for sweeping new voting restrictions. Here’s what’s in the bill and what could happen in the coming days.,0.068181818
9/20/21,United Airlines,"The secretary of state cites a “massive effort” by the government, but people involved in the evacuation instead describe bureaucratic snags.",0
3/2/21,United Airlines,A trio of new studies into the Brazil variant depict it as an alarming double threat.,0.012121212
1/11/22,United Airlines,"Even with Omicron, the teachers’ union leader isn’t calling for shutdowns.",0
5/25/20,United Airlines,"The company, founded by Richard Branson, had hoped to show that it can send small satellites to orbit from virtually anywhere.",-0.25
10/25/22,United Airlines,There’s serenity in the post-travel daze.,0
5/25/20,United Airlines,"The company, founded by Richard Branson, had hoped to show that it can send small satellites to orbit from virtually anywhere.",-0.25
5/4/20,United Airlines,"The conference call started with the usual Oyez! chant, but that was almost the only traditional thing about the arguments in a trademark case.",-0.104166667
10/8/21,United Airlines,The McIntosh apple that is known and enjoyed throughout much of the world was found in the Ontario bush.,0.35
3/6/20,United Airlines,"Coronavirus has sapped the world’s demand for oil, and major producers cannot agree on what to do.",0.0625
10/21/20,United Airlines,The chief executive urged senators to pass legislation that includes more than $2 billion in emergency funding for the rail agency.,0.5
6/23/20,United Airlines,"President Trump has said Mary L. Trump signed a nondisclosure agreement in connection with a court case two decades ago related to the estate of Fred Trump Sr., the president’s father and her grandfather.",0
5/27/20,United Airlines,"Forget a V-shaped recovery, or even a U.",0
4/17/20,United Airlines,"As a defensive part of a portfolio, health care has been reasonably solid — and that is a mixed blessing, some analysts say.",0
3/10/20,United Airlines,The president and his advisers are considering using emergency funds to bolster the economy.,0
2/12/22,United Airlines,Western officials made another diplomatic push on Saturday to dissuade President Vladimir V. Putin from invading Ukraine.,0
9/9/20,United Airlines,"William J. Flynn, the agency’s chief executive, warned of additional cuts to Amtrak’s service and work force to “stave off bankruptcy” if Congress did not provide any additional emergency funding.",0
2/8/20,United Airlines,"In this week’s column, Sarah Firshein investigates those pesky resort fees — and ways to perhaps get out of them.",0
6/30/20,United Airlines,"The government’s top infectious disease expert told a Senate panel that bars needed to be closed, and the Fed chairman cautioned that “a full recovery is unlikely” until safety is restored.",0.0625
5/19/22,United Airlines,Turkey’s efforts to delay Finland’s and Sweden’s NATO applications.,0
12/21/21,United Airlines,It depends on whether Jerome Powell at the Fed can pull a reverse Paul Volcker.,0
5/18/20,United Airlines,"A sporting goods manufacturer and a software developer both got stimulus loans. After a backlash, they were among the hundreds of companies facing a new question: Should we give the money back?",0.068181818
4/1/20,United Airlines,"Doctors have observed neurological symptoms, including confusion, stroke and seizures, in a small subset of Covid-19 patients.",-0.15
3/31/22,United Airlines,"Once again, Russia has become a pariah spreading lies and death.",0
8/11/20,United Airlines,"An excerpt from “Evil Genuises,” by Kurt Andersen",-1
10/12/21,United Airlines,"Though Mr. Parnas played a key role in the events that led to the former president’s impeachment, the charges he faces involve accusations of campaign finance violations.",0
7/22/22,United Airlines,"Can you bring safety pins in your carry-on? What about a pool cue? Or how about a snow globe? The answers to those questions, in order, are yes, no and it’s complicated.",-0.5
12/14/20,United Airlines,"A moment of hope, as the country passes another tragic milestone.",-0.75
5/20/20,United Airlines,The Fed and Treasury chiefs both described the economy in gloomy terms at a congressional hearing. But they differed about how to fix it.,0
4/8/20,United Airlines,We need the capital and creativity of the private sector to take on the coronavirus.,0
3/18/20,United Airlines,"A pandemic requires a different kind of stimulus: The government needs to get money to consumers, bolster unemployment insurance and provide loans.",0.3
1/7/20,United Airlines,The authorities said they suspect Carole Ghosn gave false testimony in April related to the allegations against her husband.,-0.2
3/26/20,United Airlines,Live updates on stock market and business news during the coronavirus outbreak.,0.136363636
3/21/20,United Airlines,The federal government bungled its response to the coronavirus. But leaders around the country give us reason to hope.,0
10/25/22,United Airlines,The sportswear brand calculates it will incur a $246 million cost for its decision to terminate its partnership with the hip-hop mogul.,0
11/8/21,United Airlines,Emotional reunions at U.S. airports.,0
4/21/22,United Airlines,"A debate over taxes is rapidly unraveling Florida’s long relationship with Disney, with broader implications for corporate America.",-0.025
3/17/22,United Airlines,Russia is witnessing its greatest mass exodus since the revolution.,1
2/29/20,United Airlines,Investors are looking to the Federal Reserve and its peers as markets swoon and infections rise. They’re short on ammunition.,0
2/12/21,United Airlines,A new coronavirus lockdown for the state of Victoria means five days of no fans at the Grand Slam tournament.,0.318181818
3/22/20,United Airlines,We analyzed the movements of hundreds of millions of people to show why the most extensive travel restrictions to stop an outbreak in human history haven’t been enough.,0.125
12/18/21,United Airlines,"The decision, by a split three-judge panel, overturned a ruling that had blocked a Biden administration rule requiring companies with 100 or more employees to mandate vaccinations or testing for workers.",0.5
6/21/21,United Airlines,"Costs soared partly because of do-it-yourselfers’ spending stimulus checks, but a month of declines show that consumers aren’t about to trigger runaway increases.",0
2/16/21,United Airlines,"Paul Rusesabagina, a government critic living abroad, was mysteriously taken back to Rwanda late last year and arrested. His supporters say he has no chance of getting a fair hearing.",0.08
10/22/20,United Airlines,Selling 5G capability is a huge opportunity for phone companies. Be careful.,0.15
3/18/20,United Airlines,"To fight the economic effects of the coronavirus, governments are unveiling enormous spending plans unlike anything seen during peacetime. Is it enough?",0.066666667
1/17/20,United Airlines,"About eight years ago, Edmonton began an ambitious program to plan the city and its programs with winter in mind.",0.25
2/16/21,United Airlines,"Paul Rusesabagina, a government critic living abroad, was mysteriously taken back to Rwanda late last year and arrested. His supporters say he has no chance of getting a fair hearing.",0.08
2/17/20,United Airlines,"After hits from storms and a tax increase, the world’s No. 3 economy could face recession as the outbreak takes a toll on tourism.",0
2/10/20,United Airlines,Rachel Comey and Vaquera get New York Fashion Week off to a buzzy start.,0.136363636
8/21/20,United Airlines,"Inspired by a mother’s question, the new method will be introduced across Israel this fall, just in time for flu season, and could be coming soon to the U.S.",0.136363636
5/3/20,United Airlines,The little blue coupe’s journey shows how ordinary things played out in extraordinary circumstances.,-0.026041667
8/25/21,United Airlines,"In a quirk of timing, the two-time former defense secretary’s burial at Arlington National Cemetery on Monday seemed to serve as a kind of coda to America’s 20-year lost war.",0.3
11/19/20,United Airlines,"Giving thanks and getting together safely can be done with far less risk six months from now, an economist says.",0.158333333
8/6/20,United Airlines,A resurgence of coronavirus cases in the European Union is setting off fears of a second wave.,0
1/23/20,United Airlines,Markets have tumbled as investors worry that Chinese shoppers will stay home for the Lunar New Year holiday and beyond. Economists say the possible impact isn’t yet clear.,0.059090909
1/27/20,United Airlines,"Health officials in the United States said more than 100 people were being evaluated for possible infection. Of the nearly 3,000 people who have contracted the virus, the vast majority live in China.",0.147272727
7/10/20,United Airlines,"The pandemic could shape the world, much as World War II and the Great Depression did.",0.5
6/30/20,United Airlines,"More than 48,000 coronavirus cases were announced across the country and eight states announced single-day highs. Europe opens its doors — just not to Americans.",0.5
1/26/20,United Airlines,"For three days, Iranian military officials knew they had shot down a Ukrainian jetliner while the government issued false statements, denying any responsibility.",-0.218518519
3/18/20,United Airlines,"Gig companies promoted their flexible hours as an economic lifeline for workers. In the coronavirus outbreak, it has been anything but.",0.2
2/19/20,United Airlines,The move places a loyalist atop the intelligence agencies that the president has long battled.,-0.05
9/10/21,United Airlines,The effort reflects the continuing and evolving threat the coronavirus pandemic poses to the economic recovery.,0.2
7/28/21,United Airlines,"Some see an undue rush by employers to get workplaces back to normal, whether by dropping precautions or imposing new rules.",0.095454545
7/27/20,United Airlines,Here’s what you need to know.,0
6/26/20,United Airlines,Here’s what you need to know.,0
4/27/20,United Airlines,Here’s what you need to know.,0
1/23/20,United Airlines,Here's what you need to know.,0
4/19/22,United Airlines,"Under a policy designed to protect young refugees from trafficking, Ukrainian children are being temporarily removed from caretakers who are not their parents.",0.1
9/27/21,United Airlines,Covid’s partisan pattern is growing more extreme.,0.1875
1/21/21,United Airlines,"President Biden has a 200-page strategy to bolster production of vaccines, treatments and medical-grade protective gear while reaching out to communities of color.",0
9/11/20,United Airlines,A show vote in the Senate reflected a continuing partisan divide that appears increasingly likely to scuttle any recovery package to address the toll of the pandemic before the November election.,0
10/7/20,United Airlines,"The politics of a bipartisan deal were always tricky, but the president’s abrupt move to upend negotiations removed any ambiguity about who was responsible for the lack of an aid bill.",0.0375
2/25/20,United Airlines,The spread of the deadly epidemic to Europe’s fourth-largest economy has heightened fears of disruption in the global supply chain.,-0.1
2/12/20,United Airlines,If you want to get away — really away — you don’t need to be rich. Here’s how.,0.2875
2/6/20,United Airlines,"Public frustrations were once left uncensored online, and news outlets reported rigorously on the epidemic. Those days may be past.",-0.083333333
7/26/20,United Airlines,"Florida has now recorded more cases than New York. Britain orders travelers from Spain into 14 days of isolation, upending vacation plans for thousands.",0.318181818
4/15/22,United Airlines,"Tickets are on sale for the world’s most popular sporting event, but concerns over worker exploitation and laws against homosexuality have complicated the decision to attend for some fans.",0.2
1/7/21,United Airlines,"Sinovac Biotech has sold more than 300 million doses to the developing world, filling a gap left by Western countries.",0.166666667
12/8/22,United Airlines,"Strict “zero Covid” curbs have been smothering growth. After easing them, Beijing faces the twin challenges of rising caseloads and wary consumers.",-0.5
11/17/21,United Airlines,"More than 300 travel companies, tourism boards and countries have signed the Glasgow Declaration on Climate Action in Tourism, the first step for a shared road map to cut carbon emissions.",0.283333333
1/10/21,United Airlines,A vote on impeaching Trump could come this week.,0
6/23/21,United Airlines,"The region’s housing market is recovering not just from the pandemic, but from Hurricane Dorian in 2019. And that recovery is in full swing.",0.35
11/15/20,United Airlines,"Prime Minister Abiy Ahmed’s two-year feud with the rebellious ruling party of the Tigray region has exploded into a war, with bombings, massacres and ethnic divisions, that threatens to upend the entire Horn of Africa.",0
6/1/21,United Airlines,A new kind of pandemic grief.,-0.021212121
6/1/21,United Airlines,A new kind of pandemic grief.,-0.021212121
3/27/20,United Airlines,"The bill allots as much as $23.5 billion in assistance to farmers, a key constituency of President Trump’s, in the middle of an election year.",0.066666667
1/3/21,United Airlines,"The approvals, which include a shot developed by Bharat Biotech, an Indian pharmaceutical company, begin a vast campaign to inoculate the hard-hit nation’s 1.3 billion people.",0.05
9/30/20,United Airlines,Restrictions limit the players’ access to Parisian cafes and even their own homes. But members of the public can rent rooms at the hotel near the Eiffel Tower where players are staying.,0.233333333
9/16/20,United Airlines,The Federal Reserve’s latest economic forecasts suggest that interest rates will remain near zero at least through 2023.,0.125
3/13/20,United Airlines,Here’s what you need to know.,0
2/9/20,United Airlines,"This outbreak has killed more people, and more quickly, than a previous epidemic.",0.193333333
4/20/20,United Airlines,Shake Shack was among the larger companies criticized for seeking small-business emergency loans from the federal government.,0
3/25/20,United Airlines,"The bill moving through Congress is more than twice as large as the stimulus package passed in 2009, but it will soothe a shutdown economy for only a few months.",0.128571429
3/15/20,United Airlines,"Its executives, with headquarters just a few miles from one of the country’s worst coronavirus outbreaks, were among the first to confront the impact.",-0.316666667
2/9/20,United Airlines,"This outbreak has killed more people, and more quickly, than a previous epidemic.",0.193333333
1/22/20,United Airlines,"A new report says the Amazon chief’s device was attacked using malware sent from a WhatsApp account tied to Prince Mohammed bin Salman, Saudi Arabia’s de facto ruler.",0.136363636
4/2/21,United Airlines,"The most common questions about vaccination side effects, answered.",0.1
6/10/22,United Airlines,"Hunger is rising again even though we produce enough food. As the planet warms, it’s crucial to fix a broken system.",-0.133333333
8/19/20,United Airlines,Several countries with fragile tourist economies have started to offer visas that allow foreign nationals to live and work for a period of at least six months.,-0.057727273
10/18/21,United Airlines,An initial proposal to offer workers 12 weeks of paid leave could be whittled down as Democrats try to trim their $3.5 trillion social policy bill.,-0.040740741
11/15/20,United Airlines,"The Department of Homeland Security was molded in President Trump’s image, and not just on immigration policy. President-elect Joseph R. Biden Jr. will have work to do to remake it.",0
12/21/20,United Airlines,"Congress finally reached a stimulus deal. Some worry it’s too little, too late.",-0.1625
8/13/20,United Airlines,A quick spin through the markets.,0.333333333
3/11/20,United Airlines,Democrats planned a Thursday vote on an aid package as the Treasury secretary said he hoped for a deal on a first phase of economic stimulus within 48 hours.,0.225
1/9/20,United Airlines,"The tech giant said it would not impose limits on such advertising, despite pressure from liberal and conservative critics.",0
7/11/22,United Airlines,"Twitter is in a good position to sue under a legal doctrine called specific performance, which allows courts to force a transaction to be completed, even if one of the parties wants out.",0.275
5/1/21,United Airlines,Virgin Galactic’s failure to launch exposed the limits of human ingenuity.,-0.158333333
11/11/22,United Airlines,"Mr. Musk ordered immediate layoffs, fired executives by email and laid down product deadlines, transforming the company.",-0.155555556
2/10/21,United Airlines,U.S. visitors usually mean big business for Canada’s tourism industry. But the pandemic has blunted lonesomeness for the country’s best friend.,0.229166667
6/17/21,United Airlines,"The Olympic swimmer and her uncle, a co-owner of the Islanders, are competing this week for berths on their biggest stages. A little frantic air travel to cheer on close family is nothing.",-0.1875
5/1/21,United Airlines,"The front-runner in Saturday’s election is Susan Wright, who has been endorsed by Donald J. Trump and is the widow of Representative Ron Wright, who died of Covid-19 in February.",0
2/10/21,United Airlines,"Playing down inflation worries, Jerome H. Powell said policymakers needed to focus on restoring maximum employment.",-0.155555556
10/14/22,United Airlines,Not even a worse-than-expected inflation report could sap investor enthusiasm. But analysts and traders worry that unpredictable market moves will continue.,-0.166666667
3/13/22,United Airlines,"Envisioned as the 911 for mental health, the National Suicide Prevention Lifeline will soon be 988, with more services for more callers. But it’s already straining to meet demand.",0.3
10/14/22,United Airlines,Not even a worse-than-expected inflation report could sap investor enthusiasm. But analysts and traders worry that unpredictable market moves will continue.,-0.166666667
1/7/20,United Airlines,"Iran does not seek “seek escalation or war,” the minister, Mohammad Javad Zarif, said in a tweet hours after Iran launched missile strikes against Americans in Iraq.",0
10/28/22,United Airlines,From a single wave off the coast of Africa to a $52 billion sea wall a decade later.,-0.035714286
5/11/22,United Airlines,We are honoring the top eight winners of our Student STEM Writing Contest by publishing their essays. This one is by Emily Xing.,0.5
11/19/21,United Airlines,"Taking a trip together is back as a gift option this holiday season, with destinations from Johannesburg to Kyrgyzstan.",0
3/11/20,United Airlines,"A look at postponements, cancellations and adjustments made in response to growing fears about the virus.",0
11/28/22,United Airlines,"No evacuation orders were issued, but officials advised residents to review their preparedness plans. The volcano last erupted in 1984.",0
11/17/21,United Airlines,"The images at the Belarus-Poland border look familiar, but this emergency has little in common with previous waves of people from Syria, Myanmar and Afghanistan.",-0.069791667
4/1/22,United Airlines,"An art collector and the institution’s longest-serving board member, she was also a pioneering Black woman in the corporate world.",-0.083333333
12/4/21,United Airlines,How do we respond to a culture in which the guardrails of so-called civility are gone?,0
10/19/22,Spirit Airlines,"The acquisition still faces a long journey to completion, including antitrust scrutiny from the Biden administration.",-0.05
9/27/22,Spirit Airlines,"Global markets rebounded on Tuesday, but traders continue to worry about Britain’s risky pro-growth fiscal policies.",0
7/27/22,Spirit Airlines,"The decision could improve prospects for Spirit to reach a deal with JetBlue, a suitor it had previously rejected.",-0.166666667
7/7/22,Spirit Airlines,The bargain carrier’s shareholders are now scheduled to deliver their verdict on July 15.,0
6/29/22,Spirit Airlines,"Spirit Airlines said it would continue to talk with both suitors, putting off a shareholder vote until July 8.",0
7/28/22,Spirit Airlines,"The deal, which values Spirit at $3.8 billion, was announced a day after Frontier’s bid for Spirit fell apart. It is likely to face antitrust scrutiny.",0
7/31/22,Spirit Airlines,Meta reported its first-ever revenue decline. The Fed agreed on another supersize rate increase. And oil company earnings are booming.,0
8/3/21,Spirit Airlines,Bad weather and pandemic-related staffing issues have caused occasional disruptions this summer as air travel rebounds.,-0.35
7/15/22,Spirit Airlines,"Institutional Shareholder Services said a rival offer from JetBlue was more valuable, despite concerns about regulatory hurdles.",0.5
4/8/22,Spirit Airlines,Spirit made the announcement two days after JetBlue’s unsolicited bid to take over the company.,0
5/16/22,Spirit Airlines,The carrier made a tender offer valued at $3.2 billion and said it was willing to pay more if Spirit cooperated with an acquisition.,0.375
2/7/22,Spirit Airlines,The budget carriers said they would save customers $1 billion a year while adding jobs.,0
5/2/22,Spirit Airlines,The airline said regulators would be skeptical of letting the companies merge as long as JetBlue was in a partnership with American Airlines.,-0.183333333
4/5/22,Spirit Airlines,"JetBlue’s offer is worth more than Frontier’s, but the combination of Spirit and JetBlue is less of a clear fit, industry analysts say.",0.226666667
6/25/22,Spirit Airlines,"After Frontier raised its offer for Spirit on Friday, the firm ISS reversed its recommendation that shareholders consider a rival bid from JetBlue.",-0.2
6/8/22,Spirit Airlines,"A merger of Spirit with either Frontier or JetBlue would create the fifth-largest airline in the United States, which could better compete with the nation’s dominant carriers.",0.5
5/31/22,Spirit Airlines,"Institutional Shareholder Services, which advises large investors, said shareholders should opt for a higher offer for Spirit by JetBlue.",0.232142857
4/8/22,Spirit Airlines,"The rival bids for Spirit from Frontier and JetBlue could create an airline that presents a more formidable challenge to American, Delta, Southwest and United.",0.25
3/10/22,Spirit Airlines,"A group of progressive senators and House members urged federal officials to scrutinize the plan, saying it could harm travelers and workers.",0
4/19/22,Spirit Airlines,"After a federal mandate was struck down, major carriers said masks would be optional on domestic flights.",-0.031018519
4/8/22,Spirit Airlines,The potential takeover of Spirit Airlines will test the way that trustbusters review deals.,0
3/25/20,Spirit Airlines,"With pandemic-related travel restrictions in place, airlines are showing a new generosity when it comes to rebooking. Here are the policies of the biggest U.S. carriers.",0.136363636
4/1/21,Spirit Airlines,The discount airline became the second to sell shares in a public offering this year as more people begin traveling again.,0.166666667
2/15/22,Spirit Airlines,Claire Rimkus’s puzzle sports a fabulous theme.,0.4
9/27/22,Spirit Airlines,The Justice Department antitrust case contends that the carriers’ cooperation in Boston and New York reduces competition.,0.136363636
8/25/20,Spirit Airlines,"American Airlines said it would furlough 19,000 workers if lawmakers do not extend aid to the industry, which has been hammered by the pandemic.",0
8/13/21,Spirit Airlines,Thousands of passengers have experienced delayed or canceled flights since June when airlines began to struggle with surging demand and worker shortages. Here’s how to deal with the chaos.,0.8
4/7/22,Spirit Airlines,“Anyone speak shiitake?” Kimmel joked of new research suggesting that fungi communicate.,0.136363636
2/19/21,Spirit Airlines,Experts say that tourists could come back in the spring or summer but that more profitable business travelers could stay away for a year or longer.,0.25
6/12/20,Spirit Airlines,"An increasing number of airlines are adding clauses that require passengers to settle disputes in private arbitration, rather than in court, and bar passengers from starting or joining class-action lawsuits.",0
4/22/21,Spirit Airlines,"As demand for tickets recovers, airlines are calling back workers, adding flights and planning for a summer they say could be normal.",0.075
7/29/22,Spirit Airlines,"This week, the late-night hosts discussed monkeypox, the end of the Choco Taco and more.",0.5
8/5/21,Spirit Airlines,American Airlines C.E.O. Doug Parker tries to explain why massive bailouts didn’t solve the problems that plague your travel and why he’s not enacting a vaccine mandate.,-0.033333333
8/4/21,Spirit Airlines,"Robinhood became a publicly traded company only last week. Its stock stumbled in its first day of trading on Thursday, finishing down more than 8 percent.",0.099074074
6/1/22,Spirit Airlines,"With cheeky names like Play and Breeze, at least eight new low-cost airlines have entered the market since 2020. Here’s what to consider (potential headaches included) before buying a ticket.",-0.054545455
4/10/22,Spirit Airlines,Europe agreed to ban Russian coal. A former Goldman Sachs banker was convicted for his role in a $4 billion fraud. And the latest reading on inflation comes out this week.,0.166666667
12/29/22,Spirit Airlines,It’s been a disastrous week for the budget airline. But its influencers are prepared to defend their brand.,-0.7
12/29/21,Spirit Airlines,Some say the airlines. Others say Omicron.,0
7/29/22,Spirit Airlines,"“Wait, am I dreaming? I have all my teeth, I’m not a skeleton, you’re all wearing clothes, I’m rich and famous — no, this is real,” Colbert joked.",0.358333333
4/20/22,Spirit Airlines,“You can’t let Florida make health decisions for the entire country!” Colbert said.,0
8/26/21,Spirit Airlines,"For cabin crews, the peak travel season has turned into a chronic battle involving frequent delays, overwork and unruly passengers that leaves them feeling battered by the public and the airlines.",0.05
7/29/22,Spirit Airlines,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,-0.125
2/7/22,Spirit Airlines,A proposed union of budget airlines could test competition policy.,0
5/22/22,Spirit Airlines,"The Buffalo shooting video continues to live online. The Fed releases the minutes from its last meeting, and Netflix lays off some workers.",0.068181818
4/1/22,Spirit Airlines,"An art collector and the institution’s longest-serving board member, she was also a pioneering Black woman in the corporate world.",-0.083333333
5/27/22,Spirit Airlines,This is likely to be one of the busiest travel periods since the start of the pandemic.,0
3/23/21,Spirit Airlines,"Planes will be more crowded, meals may return, but don’t remove your mask just yet.",0.5
7/3/22,Spirit Airlines,The stock market had its worst first six months of a year since 1970. The Supreme Court dealt a blow to Biden’s climate plans. And the June jobs report is coming.,-0.375
